Timestamp,Open,High,Low,Close
2026-03-01 13:40:00,66321.24,66390.67,66318.63,66362.52
2026-03-01 13:45:00,66362.52,66407.72,66354.78,66384.03
2026-03-01 13:50:00,66384.03,67361.66,66384.03,67162.02
2026-03-01 13:55:00,67162.02,67241.4,66880.91,66945.48
2026-03-01 14:00:00,66945.48,67136.47,66839.86,66990.0
2026-03-01 14:05:00,66990.0,67323.99,66981.42,67066.97
2026-03-01 14:10:00,67066.97,67168.83,66989.93,67080.81
2026-03-01 14:15:00,67080.81,67129.08,66972.89,67024.98
2026-03-01 14:20:00,67024.98,67043.85,66758.69,66912.83
2026-03-01 14:25:00,66912.83,66989.91,66862.12,66930.28
2026-03-01 14:30:00,66930.28,67057.94,66830.8,67005.36
2026-03-01 14:35:00,67005.36,67012.64,66876.0,66910.4
2026-03-01 14:40:00,66910.4,66975.72,66759.88,66847.4
2026-03-01 14:45:00,66847.4,66989.44,66790.0,66918.67
2026-03-01 14:50:00,66918.67,66927.44,66778.79,66861.66
2026-03-01 14:55:00,66861.66,66913.05,66816.69,66874.01
2026-03-01 15:00:00,66874.01,67004.12,66839.4,66961.53
2026-03-01 15:05:00,66961.53,67001.28,66849.39,66978.17
2026-03-01 15:10:00,66978.17,67125.06,66931.36,67124.93
2026-03-01 15:15:00,67124.93,67250.0,67068.35,67122.02
2026-03-01 15:20:00,67122.02,67183.04,67001.29,67072.0
2026-03-01 15:25:00,67072.0,67204.05,67069.7,67084.0
2026-03-01 15:30:00,67084.0,67210.01,67084.0,67200.01
2026-03-01 15:35:00,67200.01,67241.33,67107.94,67213.69
2026-03-01 15:40:00,67213.69,67245.52,67148.0,67224.33
2026-03-01 15:45:00,67224.33,67230.8,67168.84,67185.99
2026-03-01 15:50:00,67185.99,67256.87,67086.5,67108.45
2026-03-01 15:55:00,67108.45,67177.35,66818.79,66850.76
2026-03-01 16:00:00,66850.76,67022.76,66690.02,66955.84
2026-03-01 16:05:00,66955.84,66975.72,66867.8,66972.88
2026-03-01 16:10:00,66972.88,67031.74,66933.12,66947.33
2026-03-01 16:15:00,66947.33,67054.89,66924.6,66941.99
2026-03-01 16:20:00,66941.99,66970.51,66814.01,66910.41
2026-03-01 16:25:00,66910.41,67119.96,66904.73,67028.75
2026-03-01 16:30:00,67028.75,67049.53,66972.88,67016.0
2026-03-01 16:35:00,67016.0,67066.49,66981.57,67004.64
2026-03-01 16:40:00,67004.64,67004.64,66818.51,66832.64
2026-03-01 16:45:00,66832.64,66847.79,65884.71,66102.01
2026-03-01 16:50:00,66102.01,66208.0,65820.0,66129.41
2026-03-01 16:55:00,66129.41,66240.07,66100.22,66149.13
